IP地址,端口,IP段,大洲,国家,城市
88.198.13.253,443,88.198.0.0/16,EU,DE,Falkenstein
94.23.163.46,443,94.23.0.0/16,EU,DE,Saarbrücken
62.133.60.14,8443,62.133.60.0/22,EU,DE,Frankfurt am Main
89.169.54.138,443,89.169.52.0/22,EU,DE,Frankfurt am Main
77.91.77.149,8443,77.91.76.0/23,EU,DE,Frankfurt am Main
92.119.90.51,443,92.119.88.0/22,EU,DE,Frankfurt am Main
51.195.100.247,2053,51.195.0.0/16,EU,DE,Limburg an der Lahn
116.202.195.240,2079,116.202.0.0/15,EU,DE,Falkenstein
194.76.173.39,2053,194.76.173.0/24,EU,DE,Limburg an der Lahn
185.106.94.108,8443,185.106.94.0/24,EU,DE,Frankfurt am Main
91.107.233.151,8443,91.107.128.0/17,EU,DE,Nuremberg
128.140.8.129,50001,128.140.0.0/17,EU,DE,Nuremberg
194.76.173.113,2053,194.76.173.0/24,EU,DE,Limburg an der Lahn
31.172.77.205,443,31.172.77.0/24,EU,DE,Frankfurt am Main
91.107.140.10,8080,91.107.128.0/17,EU,DE,Falkenstein
85.192.63.13,8443,85.192.63.0/24,EU,DE,Frankfurt am Main
91.107.191.214,8181,91.107.128.0/17,EU,DE,Falkenstein
37.1.195.124,443,37.1.192.0/21,EU,DE,N/A
85.192.63.127,2003,85.192.63.0/24,EU,DE,Frankfurt am Main
91.107.159.178,8443,91.107.128.0/17,EU,DE,Nuremberg
109.120.177.163,4444,109.120.176.0/22,EU,DE,Frankfurt am Main
194.76.173.129,2053,194.76.173.0/24,EU,DE,Limburg an der Lahn
142.132.140.130,452,142.132.128.0/17,EU,DE,Falkenstein
18.196.70.197,443,18.192.0.0/13,EU,DE,Frankfurt am Main
78.46.233.187,443,78.46.0.0/15,EU,DE,Nuremberg
139.59.206.9,443,139.59.0.0/16,EU,DE,Frankfurt am Main
5.187.6.100,443,5.187.0.0/21,EU,DE,Frankfurt am Main
91.107.177.114,14444,91.107.128.0/17,EU,DE,Falkenstein
93.127.223.41,443,93.127.222.0/23,EU,DE,Frankfurt am Main
194.87.148.148,2053,194.87.148.0/24,EU,DE,Frankfurt am Main
195.206.242.148,2053,195.206.242.0/24,EU,DE,N/A
139.162.133.162,27936,139.162.0.0/16,EU,DE,Frankfurt am Main
77.91.77.116,443,77.91.76.0/23,EU,DE,Frankfurt am Main
77.221.157.177,2053,77.221.152.0/21,EU,DE,Frankfurt am Main
128.140.2.140,443,128.140.0.0/17,EU,DE,Nuremberg
37.1.198.51,443,37.1.192.0/21,EU,DE,N/A
85.209.195.61,2053,85.209.195.0/24,EU,DE,Frankfurt am Main
142.132.140.130,454,142.132.128.0/17,EU,DE,Falkenstein
192.248.177.3,443,192.248.128.0/18,EU,DE,Frankfurt am Main
213.183.44.184,443,213.183.40.0/21,EU,DE,Frankfurt am Main
185.254.97.252,1013,185.254.96.0/22,EU,DE,Frankfurt am Main
35.157.240.237,443,35.156.0.0/14,EU,DE,Frankfurt am Main
195.206.242.70,2053,195.206.242.0/24,EU,DE,N/A
194.180.188.253,2053,194.180.188.0/23,EU,DE,Frankfurt am Main
158.180.49.11,2053,158.180.0.0/18,EU,DE,Frankfurt am Main
148.251.30.237,20717,148.251.0.0/16,EU,DE,Falkenstein
141.147.10.210,8881,141.147.0.0/17,EU,DE,Frankfurt am Main
142.132.140.130,443,142.132.128.0/17,EU,DE,Falkenstein
195.245.239.241,443,195.245.239.0/24,EU,DE,Frankfurt am Main
85.192.63.127,2007,85.192.63.0/24,EU,DE,Frankfurt am Main
5.75.206.217,2087,5.75.128.0/17,EU,DE,Nuremberg
139.162.133.162,25657,139.162.0.0/16,EU,DE,Frankfurt am Main
142.132.140.130,456,142.132.128.0/17,EU,DE,Falkenstein
206.189.50.155,1443,206.189.0.0/16,EU,DE,Frankfurt am Main
185.94.166.203,2053,185.94.166.0/24,EU,DE,Frankfurt am Main
185.128.104.236,2053,185.128.104.0/24,EU,DE,Frankfurt am Main
18.156.209.101,443,18.156.0.0/14,EU,DE,Frankfurt am Main
3.67.232.136,443,3.64.0.0/12,EU,DE,Frankfurt am Main
77.91.73.211,8443,77.91.72.0/22,EU,DE,Frankfurt am Main
31.172.75.222,443,31.172.75.0/24,EU,DE,Frankfurt am Main
37.120.186.205,2083,37.120.184.0/21,EU,DE,Nuremberg
89.169.53.131,8443,89.169.52.0/22,EU,DE,Frankfurt am Main
167.99.137.56,443,167.99.0.0/16,EU,DE,Frankfurt am Main
88.99.252.146,443,88.99.0.0/16,EU,DE,Falkenstein
194.76.173.98,2053,194.76.173.0/24,EU,DE,Limburg an der Lahn
94.228.168.2,2053,94.228.168.0/23,EU,DE,Frankfurt am Main
45.76.80.253,8443,45.76.0.0/15,EU,DE,Frankfurt am Main
142.132.140.130,445,142.132.128.0/17,EU,DE,Falkenstein
212.192.31.162,443,212.192.31.0/24,EU,DE,Frankfurt am Main
5.182.87.6,58775,5.182.86.0/23,EU,DE,Frankfurt am Main
139.162.133.162,41419,139.162.0.0/16,EU,DE,Frankfurt am Main
116.203.195.158,445,116.202.0.0/15,EU,DE,Nuremberg
77.221.157.242,8443,77.221.152.0/21,EU,DE,Frankfurt am Main
91.107.134.254,36521,91.107.128.0/17,EU,DE,Falkenstein
31.24.253.14,2053,31.24.253.0/24,EU,DE,Limburg an der Lahn
91.107.142.237,8080,91.107.128.0/17,EU,DE,Falkenstein
5.187.7.200,21821,5.187.0.0/21,EU,DE,Frankfurt am Main
91.107.142.138,8080,91.107.128.0/17,EU,DE,Falkenstein
139.162.133.162,32856,139.162.0.0/16,EU,DE,Frankfurt am Main
139.162.133.162,34842,139.162.0.0/16,EU,DE,Frankfurt am Main
139.162.133.162,11285,139.162.0.0/16,EU,DE,Frankfurt am Main
51.75.70.204,8443,51.75.0.0/16,EU,DE,N/A
57.129.16.33,2053,57.128.0.0/15,EU,DE,Frankfurt am Main
142.132.140.130,447,142.132.128.0/17,EU,DE,Falkenstein
57.129.5.105,8443,57.128.0.0/15,EU,DE,Frankfurt am Main
193.124.92.170,443,193.124.92.0/24,EU,DE,Frankfurt am Main
51.75.70.204,2053,51.75.0.0/16,EU,DE,N/A
57.129.16.72,2053,57.128.0.0/15,EU,DE,Frankfurt am Main
139.162.190.125,8443,139.162.0.0/16,EU,DE,Frankfurt am Main
88.198.156.62,8443,88.198.0.0/16,EU,DE,Nuremberg
172.104.249.206,3000,172.104.224.0/19,EU,DE,Frankfurt am Main
195.245.239.126,443,195.245.239.0/24,EU,DE,Frankfurt am Main
89.168.68.57,2053,89.168.64.0/18,EU,DE,Frankfurt am Main
46.101.243.68,443,46.101.0.0/16,EU,DE,Frankfurt am Main
80.66.85.115,2053,80.66.85.0/24,EU,DE,Frankfurt am Main
5.252.22.242,443,5.252.20.0/22,EU,DE,Frankfurt am Main
87.118.67.155,443,87.118.64.0/18,EU,DE,N/A
142.132.178.99,443,142.132.128.0/17,EU,DE,Falkenstein
5.230.44.233,443,5.230.0.0/17,EU,DE,N/A
57.129.15.103,2053,57.128.0.0/15,EU,DE,Frankfurt am Main
139.162.191.98,2096,139.162.0.0/16,EU,DE,Frankfurt am Main
94.23.164.46,2053,94.23.0.0/16,EU,DE,Limburg an der Lahn
163.5.187.221,443,163.5.187.0/24,EU,DE,Limburg an der Lahn
199.59.229.178,443,199.59.224.0/21,EU,DE,Frankfurt am Main
77.105.146.89,2053,77.105.146.0/23,EU,DE,Frankfurt am Main
185.140.12.239,443,185.140.12.0/23,EU,DE,Frankfurt am Main
142.132.140.130,449,142.132.128.0/17,EU,DE,Falkenstein
91.107.247.19,15497,91.107.128.0/17,EU,DE,Nuremberg
89.169.55.40,8443,89.169.52.0/22,EU,DE,Frankfurt am Main
5.75.201.8,2053,5.75.128.0/17,EU,DE,Nuremberg
195.234.62.215,443,195.234.62.0/23,EU,DE,Frankfurt am Main
5.39.249.146,443,5.39.249.0/24,EU,DE,Frankfurt am Main
185.125.102.206,2053,185.125.100.0/22,EU,DE,Frankfurt am Main
3.69.0.8,443,3.64.0.0/12,EU,DE,Frankfurt am Main
37.1.194.7,443,37.1.192.0/21,EU,DE,N/A
80.76.32.12,443,80.76.32.0/22,EU,DE,Frankfurt am Main
142.132.140.130,451,142.132.128.0/17,EU,DE,Falkenstein
5.182.87.6,21090,5.182.86.0/23,EU,DE,Frankfurt am Main
51.75.74.138,8443,51.75.0.0/16,EU,DE,N/A
5.61.39.183,443,5.61.32.0/20,EU,DE,N/A
49.12.110.72,443,49.12.0.0/15,EU,DE,Falkenstein
159.69.180.122,8443,159.69.0.0/16,EU,DE,Falkenstein
49.13.230.198,8080,49.12.0.0/15,EU,DE,Nuremberg
91.107.166.111,8888,91.107.128.0/17,EU,DE,Falkenstein
5.187.4.157,443,5.187.0.0/21,EU,DE,Frankfurt am Main
57.129.5.70,2053,57.128.0.0/15,EU,DE,Frankfurt am Main
139.162.133.162,34956,139.162.0.0/16,EU,DE,Frankfurt am Main
51.195.44.3,2053,51.195.0.0/16,EU,DE,N/A
147.45.40.250,2053,147.45.40.0/22,EU,DE,Frankfurt am Main
78.46.234.136,2087,78.46.0.0/15,EU,DE,Nuremberg
139.162.133.162,56661,139.162.0.0/16,EU,DE,Frankfurt am Main
139.59.152.149,8443,139.59.0.0/16,EU,DE,Frankfurt am Main
57.129.14.105,2053,57.128.0.0/15,EU,DE,Frankfurt am Main
3.127.55.133,443,3.96.0.0/11,EU,DE,Frankfurt am Main
85.192.63.127,2004,85.192.63.0/24,EU,DE,Frankfurt am Main
142.132.140.130,453,142.132.128.0/17,EU,DE,Falkenstein
139.59.152.149,2053,139.59.0.0/16,EU,DE,Frankfurt am Main
91.107.157.253,26484,91.107.128.0/17,EU,DE,Nuremberg
45.88.188.140,8443,45.88.188.0/23,EU,DE,Düsseldorf
139.162.175.140,9993,139.162.0.0/16,EU,DE,Frankfurt am Main
45.138.72.141,443,45.138.72.0/24,EU,DE,Frankfurt am Main
157.230.127.100,2053,157.230.0.0/16,EU,DE,Frankfurt am Main
91.149.223.242,443,91.149.222.0/23,EU,DE,Frankfurt am Main
167.235.59.78,1000,167.235.0.0/16,EU,DE,Nuremberg
31.24.253.201,2053,31.24.253.0/24,EU,DE,Limburg an der Lahn
194.76.173.71,2053,194.76.173.0/24,EU,DE,Limburg an der Lahn
64.227.114.71,443,64.227.0.0/17,EU,DE,Frankfurt am Main
87.251.87.111,443,87.251.86.0/23,EU,DE,Frankfurt am Main
91.107.157.253,43801,91.107.128.0/17,EU,DE,Nuremberg
91.227.40.125,8443,91.227.40.0/23,EU,DE,Frankfurt am Main
139.162.133.162,31804,139.162.0.0/16,EU,DE,Frankfurt am Main
104.248.16.87,443,104.248.0.0/16,EU,DE,Frankfurt am Main
85.192.63.147,2053,85.192.63.0/24,EU,DE,Frankfurt am Main
139.162.133.162,36355,139.162.0.0/16,EU,DE,Frankfurt am Main
139.162.145.35,8443,139.162.0.0/16,EU,DE,Frankfurt am Main
57.129.5.108,2053,57.128.0.0/15,EU,DE,Frankfurt am Main
45.76.82.192,443,45.76.0.0/15,EU,DE,Frankfurt am Main
66.151.41.250,443,66.151.40.0/22,EU,DE,Frankfurt am Main
51.195.100.92,8443,51.195.0.0/16,EU,DE,Limburg an der Lahn
31.172.72.13,443,31.172.72.0/23,EU,DE,Frankfurt am Main
185.103.252.54,2053,185.103.252.0/22,EU,DE,Frankfurt am Main
139.162.133.162,46785,139.162.0.0/16,EU,DE,Frankfurt am Main
159.69.92.30,443,159.69.0.0/16,EU,DE,Nuremberg
18.199.141.141,8443,18.192.0.0/13,EU,DE,Frankfurt am Main
195.206.242.157,2053,195.206.242.0/24,EU,DE,N/A
159.100.9.253,8443,159.100.0.0/20,EU,DE,N/A
185.94.29.46,2015,185.94.29.0/24,EU,DE,Frankfurt am Main
51.195.44.192,2053,51.195.0.0/16,EU,DE,N/A
139.162.133.162,11511,139.162.0.0/16,EU,DE,Frankfurt am Main
94.23.167.24,2053,94.23.0.0/16,EU,DE,Saarbrücken
139.162.133.162,17001,139.162.0.0/16,EU,DE,Frankfurt am Main
195.206.242.143,2053,195.206.242.0/24,EU,DE,N/A
142.132.140.130,444,142.132.128.0/17,EU,DE,Falkenstein
194.76.173.29,2053,194.76.173.0/24,EU,DE,Limburg an der Lahn
207.154.235.176,8443,207.154.192.0/18,EU,DE,Frankfurt am Main
37.1.194.138,443,37.1.192.0/21,EU,DE,N/A
185.247.118.7,443,185.247.118.0/24,EU,DE,Frankfurt am Main
95.179.164.162,8443,95.179.128.0/17,EU,DE,Frankfurt am Main
5.230.44.117,16771,5.230.0.0/17,EU,DE,N/A
165.227.134.63,443,165.227.0.0/16,EU,DE,Frankfurt am Main
194.76.173.115,2053,194.76.173.0/24,EU,DE,Limburg an der Lahn
80.76.32.165,443,80.76.32.0/22,EU,DE,Frankfurt am Main
107.189.12.152,443,107.189.12.0/23,EU,DE,Frankfurt am Main
194.76.173.224,2053,194.76.173.0/24,EU,DE,Limburg an der Lahn
194.76.173.11,2053,194.76.173.0/24,EU,DE,Limburg an der Lahn
45.84.196.33,65513,45.84.196.0/24,EU,DE,N/A
109.107.181.38,17380,109.107.181.0/24,EU,DE,Frankfurt am Main
139.162.133.162,58990,139.162.0.0/16,EU,DE,Frankfurt am Main
194.9.6.32,48484,194.9.6.0/24,EU,DE,Frankfurt am Main
188.245.229.115,28443,188.245.0.0/16,EU,DE,Falkenstein
142.132.140.130,446,142.132.128.0/17,EU,DE,Falkenstein
194.76.173.245,2053,194.76.173.0/24,EU,DE,Limburg an der Lahn
185.78.76.253,443,185.78.76.0/24,EU,DE,Frankfurt am Main
116.202.31.174,443,116.202.0.0/15,EU,DE,Falkenstein
147.45.196.240,8443,147.45.196.0/23,EU,DE,Frankfurt am Main
139.162.133.162,20091,139.162.0.0/16,EU,DE,Frankfurt am Main
92.246.139.197,2053,92.246.139.0/24,EU,DE,Frankfurt am Main
157.245.27.205,443,157.245.0.0/16,EU,DE,Frankfurt am Main
51.75.70.31,2053,51.75.0.0/16,EU,DE,N/A
31.172.71.119,443,31.172.70.0/23,EU,DE,Frankfurt am Main
77.221.157.252,2053,77.221.152.0/21,EU,DE,Frankfurt am Main
94.23.167.32,2053,94.23.0.0/16,EU,DE,Saarbrücken
194.76.173.13,2053,194.76.173.0/24,EU,DE,Limburg an der Lahn
172.104.131.235,8009,172.104.128.0/18,EU,DE,Frankfurt am Main
87.251.88.104,2053,87.251.88.0/24,EU,DE,Frankfurt am Main
194.28.225.2,443,194.28.225.0/24,EU,DE,Frankfurt am Main
142.132.140.130,448,142.132.128.0/17,EU,DE,Falkenstein
94.131.120.222,443,94.131.120.0/24,EU,DE,Frankfurt am Main
54.36.109.56,2079,54.36.0.0/14,EU,DE,Limburg an der Lahn
194.76.173.6,2053,194.76.173.0/24,EU,DE,Limburg an der Lahn
148.251.30.237,56577,148.251.0.0/16,EU,DE,Falkenstein
81.95.4.189,443,81.95.0.0/20,EU,DE,N/A
5.187.4.117,443,5.187.0.0/21,EU,DE,Frankfurt am Main
167.99.140.246,2053,167.99.0.0/16,EU,DE,Frankfurt am Main
109.107.181.38,443,109.107.181.0/24,EU,DE,Frankfurt am Main
185.233.80.60,2053,185.233.80.0/23,EU,DE,Frankfurt am Main
31.24.253.107,2053,31.24.253.0/24,EU,DE,Limburg an der Lahn
95.164.89.124,2053,95.164.88.0/23,EU,DE,Frankfurt am Main
94.159.98.23,2053,94.159.96.0/20,EU,DE,Frankfurt am Main
45.85.146.60,443,45.85.146.0/23,EU,DE,Düsseldorf
195.54.33.164,443,195.54.32.0/23,EU,DE,Frankfurt am Main
139.162.133.162,42779,139.162.0.0/16,EU,DE,Frankfurt am Main
38.180.181.130,443,38.180.181.0/24,EU,DE,Frankfurt am Main
87.106.141.152,2053,87.106.0.0/16,EU,DE,N/A
18.192.93.64,443,18.192.0.0/13,EU,DE,Frankfurt am Main
91.107.203.198,29278,91.107.128.0/17,EU,DE,Falkenstein
3.73.6.186,2053,3.64.0.0/12,EU,DE,Frankfurt am Main
51.68.162.33,443,51.68.0.0/16,EU,DE,Limburg an der Lahn
5.75.133.147,2053,5.75.128.0/17,EU,DE,Nuremberg
77.81.138.100,2053,77.81.138.0/24,EU,DE,Limburg an der Lahn
157.90.169.47,5900,157.90.0.0/16,EU,DE,Nuremberg
5.182.87.6,40944,5.182.86.0/23,EU,DE,Frankfurt am Main
194.87.148.148,8443,194.87.148.0/24,EU,DE,Frankfurt am Main
194.76.173.74,2053,194.76.173.0/24,EU,DE,Limburg an der Lahn
5.75.193.134,443,5.75.128.0/17,EU,DE,Nuremberg
185.224.248.120,443,185.224.248.0/24,EU,DE,Frankfurt am Main
91.107.249.210,2083,91.107.128.0/17,EU,DE,Nuremberg
3.67.25.193,443,3.64.0.0/12,EU,DE,Frankfurt am Main
194.76.173.165,2053,194.76.173.0/24,EU,DE,Limburg an der Lahn
185.106.93.179,443,185.106.93.0/24,EU,DE,Frankfurt am Main
139.162.133.162,24461,139.162.0.0/16,EU,DE,Frankfurt am Main
5.182.87.6,39147,5.182.86.0/23,EU,DE,Frankfurt am Main
138.201.144.110,8080,138.201.0.0/16,EU,DE,Falkenstein
85.209.195.61,8443,85.209.195.0/24,EU,DE,Frankfurt am Main
31.172.71.113,443,31.172.70.0/23,EU,DE,Frankfurt am Main
91.149.233.40,443,91.149.232.0/23,EU,DE,Frankfurt am Main
194.87.199.49,2053,194.87.199.0/24,EU,DE,Frankfurt am Main
5.182.87.6,37913,5.182.86.0/23,EU,DE,Frankfurt am Main
217.144.187.40,443,217.144.186.0/23,EU,DE,Frankfurt am Main
194.180.188.253,8443,194.180.188.0/23,EU,DE,Frankfurt am Main
158.180.49.11,8443,158.180.0.0/18,EU,DE,Frankfurt am Main
91.107.145.203,37561,91.107.128.0/17,EU,DE,Nuremberg
146.70.101.111,443,146.70.64.0/18,EU,DE,Frankfurt am Main
195.245.239.128,2053,195.245.239.0/24,EU,DE,Frankfurt am Main
91.107.166.26,2053,91.107.128.0/17,EU,DE,Falkenstein
57.129.5.128,2053,57.128.0.0/15,EU,DE,Frankfurt am Main
51.195.45.34,8443,51.195.0.0/16,EU,DE,N/A
185.125.102.102,8443,185.125.100.0/22,EU,DE,Frankfurt am Main
51.195.45.34,2053,51.195.0.0/16,EU,DE,N/A
51.75.75.109,2053,51.75.0.0/16,EU,DE,N/A
23.88.112.241,8443,23.88.0.0/17,EU,DE,Falkenstein
51.75.75.132,2053,51.75.0.0/16,EU,DE,N/A
5.182.87.6,28358,5.182.86.0/23,EU,DE,Frankfurt am Main
91.107.134.186,2083,91.107.128.0/17,EU,DE,Falkenstein
139.162.133.162,15458,139.162.0.0/16,EU,DE,Frankfurt am Main
193.37.70.98,2053,193.37.70.0/24,EU,DE,Frankfurt am Main
87.251.87.36,443,87.251.86.0/23,EU,DE,Frankfurt am Main
5.187.6.51,443,5.187.0.0/21,EU,DE,Frankfurt am Main
138.201.155.233,2053,138.201.0.0/16,EU,DE,Falkenstein
31.172.70.222,443,31.172.70.0/23,EU,DE,Frankfurt am Main
195.206.242.141,2053,195.206.242.0/24,EU,DE,N/A
195.201.231.143,443,195.201.0.0/16,EU,DE,Nuremberg
31.24.253.14,8443,31.24.253.0/24,EU,DE,Limburg an der Lahn
91.107.157.253,20531,91.107.128.0/17,EU,DE,Nuremberg
45.147.228.249,443,45.147.228.0/22,EU,DE,N/A
3.76.154.119,443,3.64.0.0/12,EU,DE,Frankfurt am Main
109.237.99.84,2053,109.237.98.0/23,EU,DE,Frankfurt am Main
164.92.139.18,443,164.92.128.0/17,EU,DE,Frankfurt am Main
57.129.47.3,2053,57.128.0.0/15,EU,DE,Frankfurt am Main
57.129.16.33,8443,57.128.0.0/15,EU,DE,Frankfurt am Main
31.172.71.184,443,31.172.70.0/23,EU,DE,Frankfurt am Main
85.215.66.95,19841,85.215.64.0/20,EU,DE,N/A
164.90.228.172,443,164.90.224.0/20,EU,DE,Frankfurt am Main
185.66.165.51,443,185.66.165.0/24,EU,DE,Frankfurt am Main
91.107.145.203,37607,91.107.128.0/17,EU,DE,Nuremberg
57.129.16.72,8443,57.128.0.0/15,EU,DE,Frankfurt am Main
91.107.143.27,4090,91.107.128.0/17,EU,DE,Falkenstein
45.154.207.101,443,45.154.204.0/22,EU,DE,Frankfurt am Main
49.13.163.49,5900,49.12.0.0/15,EU,DE,Nuremberg
213.226.68.142,443,213.226.68.0/22,EU,DE,Frankfurt am Main
194.28.224.99,443,194.28.224.0/24,EU,DE,Frankfurt am Main
51.89.23.100,2087,51.89.0.0/16,EU,DE,Limburg an der Lahn
51.195.47.42,2053,51.195.0.0/16,EU,DE,N/A
85.192.63.127,8443,85.192.63.0/24,EU,DE,Frankfurt am Main
77.91.77.149,2053,77.91.76.0/23,EU,DE,Frankfurt am Main
194.76.173.55,2053,194.76.173.0/24,EU,DE,Limburg an der Lahn
57.129.16.168,8443,57.128.0.0/15,EU,DE,Frankfurt am Main
185.106.94.67,443,185.106.94.0/24,EU,DE,Frankfurt am Main
91.107.145.203,20400,91.107.128.0/17,EU,DE,Nuremberg
89.168.68.57,8443,89.168.64.0/18,EU,DE,Frankfurt am Main
85.192.63.127,2053,85.192.63.0/24,EU,DE,Frankfurt am Main
80.66.85.115,8443,80.66.85.0/24,EU,DE,Frankfurt am Main
139.162.133.162,48805,139.162.0.0/16,EU,DE,Frankfurt am Main
94.23.164.46,8443,94.23.0.0/16,EU,DE,Limburg an der Lahn
194.32.79.161,443,194.32.76.0/22,EU,DE,Frankfurt am Main
91.107.203.198,53626,91.107.128.0/17,EU,DE,Falkenstein
162.55.168.133,2086,162.55.0.0/16,EU,DE,Falkenstein
3.120.212.75,443,3.96.0.0/11,EU,DE,Frankfurt am Main
185.103.253.35,443,185.103.252.0/22,EU,DE,Frankfurt am Main
95.179.166.107,443,95.179.128.0/17,EU,DE,Frankfurt am Main
138.201.144.110,7070,138.201.0.0/16,EU,DE,Falkenstein
91.107.159.178,2053,91.107.128.0/17,EU,DE,Nuremberg
139.162.133.162,52982,139.162.0.0/16,EU,DE,Frankfurt am Main
104.248.17.101,443,104.248.0.0/16,EU,DE,Frankfurt am Main
77.105.146.27,2053,77.105.146.0/23,EU,DE,Frankfurt am Main
142.132.165.86,2053,142.132.128.0/17,EU,DE,Nuremberg
165.232.123.155,443,165.232.64.0/18,EU,DE,Frankfurt am Main
192.248.189.181,443,192.248.128.0/18,EU,DE,Frankfurt am Main
77.223.215.167,443,77.223.214.0/23,EU,DE,Frankfurt am Main
57.129.5.70,8443,57.128.0.0/15,EU,DE,Frankfurt am Main
91.107.134.254,45603,91.107.128.0/17,EU,DE,Falkenstein
91.228.154.170,8443,91.228.152.0/22,EU,DE,Frankfurt am Main
89.58.43.143,2053,89.58.0.0/18,EU,DE,Nuremberg
5.9.192.27,443,5.9.0.0/16,EU,DE,Falkenstein
37.221.125.147,2053,37.221.125.0/24,EU,DE,Frankfurt am Main
51.75.73.20,2053,51.75.0.0/16,EU,DE,N/A
51.75.77.148,8443,51.75.0.0/16,EU,DE,N/A
193.24.209.103,8443,193.24.208.0/23,EU,DE,N/A
185.26.98.156,443,185.26.96.0/22,EU,DE,N/A
5.187.5.54,443,5.187.0.0/21,EU,DE,Frankfurt am Main
46.101.221.88,8443,46.101.0.0/16,EU,DE,Frankfurt am Main
167.235.57.61,443,167.235.0.0/16,EU,DE,Nuremberg
77.81.138.93,2053,77.81.138.0/24,EU,DE,Limburg an der Lahn
46.29.235.154,2053,46.29.234.0/23,EU,DK,South Denmark
46.29.235.31,8443,46.29.234.0/23,EU,DK,South Denmark
45.136.70.204,443,45.136.70.0/23,EU,DK,Nørre Åby
46.29.235.67,2053,46.29.234.0/23,EU,DK,South Denmark
95.164.10.34,443,95.164.10.0/23,EU,DK,Copenhagen
38.180.72.162,2053,38.180.72.0/21,EU,DK,N/A
46.29.235.154,8443,46.29.234.0/23,EU,DK,South Denmark
89.28.236.243,443,89.28.236.0/24,EU,DK,Nørre Åby
46.29.235.31,2053,46.29.234.0/23,EU,DK,South Denmark
46.29.235.67,8443,46.29.234.0/23,EU,DK,South Denmark
45.144.29.77,443,45.144.28.0/23,EU,DK,Copenhagen
46.29.235.29,8443,46.29.234.0/23,EU,DK,South Denmark
46.29.235.3,2053,46.29.234.0/23,EU,DK,South Denmark
38.180.164.128,8443,38.180.164.0/24,EU,EE,Tallinn
45.129.199.232,443,45.129.199.0/24,EU,EE,Tallinn
109.206.241.22,2053,109.206.241.0/24,EU,EE,Tallinn
38.180.164.182,8443,38.180.164.0/24,EU,EE,Tallinn
5.101.180.145,443,5.101.176.0/20,EU,EE,Jõhvi
38.180.45.148,443,38.180.44.0/23,EU,EE,Tallinn
38.180.10.150,443,38.180.10.0/24,EU,EE,Tallinn
38.180.10.162,443,38.180.10.0/24,EU,EE,Tallinn
37.252.5.75,443,37.252.4.0/23,EU,EE,Tallinn
38.180.164.182,2053,38.180.164.0/24,EU,EE,Tallinn
103.45.245.201,59889,103.45.245.0/24,EU,ES,Madrid
185.114.72.148,443,185.114.72.0/23,EU,ES,Madrid
94.131.117.4,2053,94.131.116.0/22,EU,ES,Madrid
178.33.161.196,8443,178.32.0.0/15,EU,ES,Madrid
93.93.119.91,443,93.93.112.0/21,EU,ES,N/A
63.251.122.152,2053,63.251.122.0/24,EU,ES,Barcelona
103.45.245.208,8443,103.45.245.0/24,EU,ES,Madrid
2.56.221.72,81,2.56.221.0/24,EU,ES,Madrid
5.188.181.227,8443,5.188.180.0/22,EU,ES,Madrid
79.132.139.52,443,79.132.139.0/24,EU,ES,N/A
65.20.101.237,8443,65.20.64.0/18,EU,ES,Madrid
5.188.181.226,8443,5.188.180.0/22,EU,ES,Madrid
176.97.72.18,443,176.97.72.0/23,EU,ES,Madrid
185.114.73.166,2053,185.114.72.0/23,EU,ES,Madrid
31.172.74.123,443,31.172.74.0/24,EU,ES,N/A
212.227.90.142,443,212.227.0.0/16,EU,ES,N/A
45.86.229.28,443,45.86.228.0/23,EU,ES,Madrid
83.147.18.1,8443,83.147.18.0/23,EU,ES,N/A
194.87.45.19,8443,194.87.45.0/24,EU,ES,Madrid
194.87.45.19,2053,194.87.45.0/24,EU,ES,Madrid
185.18.54.61,1080,185.18.52.0/22,EU,ES,N/A
95.85.89.70,81,95.85.89.0/24,EU,ES,Madrid
185.114.72.119,24780,185.114.72.0/23,EU,ES,Madrid
63.251.122.152,8443,63.251.122.0/24,EU,ES,Barcelona
208.76.222.64,443,208.76.220.0/22,EU,ES,Madrid
178.33.161.186,8443,178.32.0.0/15,EU,ES,Madrid
178.33.161.186,2053,178.32.0.0/15,EU,ES,Madrid
103.45.245.201,29016,103.45.245.0/24,EU,ES,Madrid
185.231.204.173,81,185.231.204.0/22,EU,ES,Madrid
178.33.161.196,2053,178.32.0.0/15,EU,ES,Madrid
34.175.202.195,443,34.160.0.0/12,EU,ES,Madrid
185.114.72.31,8443,185.114.72.0/23,EU,ES,Madrid
185.114.72.31,2053,185.114.72.0/23,EU,ES,Madrid
103.45.245.208,2053,103.45.245.0/24,EU,ES,Madrid
185.114.73.166,8443,185.114.72.0/23,EU,ES,Madrid
91.149.242.110,443,91.149.240.0/22,EU,ES,Madrid
79.132.139.52,80,79.132.139.0/24,EU,ES,N/A
212.227.144.37,8443,212.227.0.0/16,EU,ES,N/A
185.231.204.186,443,185.231.204.0/22,EU,ES,Madrid
65.20.101.237,2053,65.20.64.0/18,EU,ES,Madrid
31.172.78.69,443,31.172.78.0/24,EU,ES,N/A
5.188.181.226,2053,5.188.180.0/22,EU,ES,Madrid
193.164.155.8,8443,193.164.155.0/24,EU,FI,Helsinki
217.144.188.147,8443,217.144.188.0/23,EU,FI,Helsinki
46.8.238.223,2053,46.8.238.0/24,EU,FI,Helsinki
